Company_Code,Company_Name,Revenue,Revenue_Growth_Rate,Net_Income_Loss,Net_Worth,Return_on_Equity,Stock,Total_Assets,Return_on_Assets,Asset_Turnover_Ratio,Debt_Ratio,EPS,Top_100
1734,杏輝,2388452.0,0.17,172559.0,3143823.0,5.51,1677221.0,6126915.0,2.81,0.69,45.87,0.17,0.00 
1735,日勝化,2363415.0,25.55,74010.0,1484544.0,5.1,993880.0,3055063.0,2.44,1.91,49.53,0.74,0.00 
1736,喬山,28366756.0,11.44,747354.0,10281725.0,7.66,3036166.0,31187089.0,2.44,1.59,66.08,2.24,0.00 
1737,臺鹽,3130347.0,8.97,374589.0,6364228.0,5.95,2000000.0,7797719.0,4.89,0.68,19.06,1.83,0.00 
1760,寶齡富錦,1568637.0,0.34,27901.0,1239967.0,2.28,767391.0,3073954.0,1.12,1.46,28.91,0.36,0.00 
1762,中化生,1543589.0,33.45,532063.0,2498663.0,21.7,775600.0,3147140.0,17.35,0.6,41.4,6.86,0.00 
1773,勝一,7778275.0,3.6,1174007.0,5764974.0,21.02,1800000.0,8237310.0,14.82,1.87,29.61,6.52,0.00 
1776,展宇,1380972.0,14.46,56019.0,1098867.0,5.17,703470.0,1892973.0,3.0,1.53,40.81,0.65,0.00 
1783,和康生,457691.0,1.21,63311.0,860227.0,7.45,694650.0,956470.0,6.71,0.68,28.19,0.91,0.00 
1786,科妍,466881.0,6.62,128005.0,1404181.0,9.21,610050.0,1890726.0,6.81,0.41,26.91,2.1,0.00 
1789,神隆,3082928.0,6.57,282067.0,10529403.0,2.68,7907392.0,11846763.0,2.37,0.42,12.12,0.36,0.00 
1795,美時,10728583.0,15.42,1029651.0,8745414.0,12.11,2453540.0,19753418.0,5.37,0.85,56.78,4.22,0.00 
1802,台玻,41907654.0,0.33,2460548.0,46800197.0,5.81,29080608.0,89929777.0,2.97,0.82,50.34,0.85,0.00 
1805,寶徠,219762.0,72.81,61775.0,604837.0,10.07,1002654.0,1377771.0,4.57,0.16,54.99,0.62,0.00 
1806,冠軍,3609001.0,23.98,402867.0,5516902.0,7.35,4337821.0,9894776.0,4.09,0.82,40.15,0.93,0.00 
1808,潤隆,7656236.0,82.35,117248.0,5070936.0,2.36,3699966.0,36797990.0,0.33,0.24,81.06,0.32,0.00 
1809,中釉,1860523.0,18.29,96123.0,3469158.0,2.77,1670419.0,4295774.0,2.23,0.86,20.88,0.36,0.00 
1810,和成,5102207.0,7.81,79404.0,5951582.0,1.36,3698536.0,10738661.0,0.74,0.87,47.71,0.24,0.00 
1817,凱撒衛,2306521.0,1.22,220056.0,1715527.0,13.01,726000.0,2549013.0,8.64,1.61,33.02,3.04,0.00 
1903,士紙,159473.0,5.87,135685.0,3412685.0,4.59,2600391.0,7521993.0,1.92,0.05,61.75,0.52,0.00 
1904,正隆,40074390.0,0.82,3743869.0,26786556.0,14.24,11082745.0,61005820.0,6.23,1.16,56.93,3.36,0.00 
1905,華紙,18616694.0,10.02,312392.0,16985754.0,1.85,11028353.0,32670233.0,0.99,1.16,44.06,0.18,0.00 
1906,寶隆,1245461.0,2.19,93259.0,6372862.0,1.73,1510000.0,8355580.0,1.27,0.39,32.17,0.62,0.00 
1907,永豐餘,73234546.0,1.75,6603903.0,58287999.0,11.73,16603715.0,123771210.0,5.41,1.07,58.06,3.14,0.00 
1909,榮成,41600592.0,13.01,927510.0,25423046.0,3.88,12776857.0,73676851.0,1.28,1.17,68.28,0.77,0.00 
2002,中鋼,314783301.0,14.05,2257833.0,323106981.0,0.71,157731290.0,636082697.0,0.36,0.96,50.17,0.05,1.00 
2006,東和鋼鐵,42866290.0,4.69,3556583.0,27707825.0,13.46,10587599.0,44421087.0,8.0,1.63,49.04,3.52,0.00 
2007,燁興,5589791.0,14.7,484760.0,7424561.0,6.7,5306516.0,12939217.0,2.95,0.51,72.97,0.89,0.00 
2008,高興昌,962510.0,15.73,32794.0,2772158.0,1.26,2008523.0,6662194.0,0.54,0.4,52.64,0.16,0.00 
2009,第一銅,2260596.0,11.17,79210.0,4548719.0,1.93,3596222.0,6038411.0,1.44,0.86,30.55,0.22,0.00 
2010,春源,19228310.0,14.17,522395.0,10995110.0,4.82,6476554.0,18271473.0,2.85,1.64,38.29,0.79,0.00 
2012,春雨,8054615.0,13.7,263036.0,4131457.0,6.55,2877740.0,10745473.0,2.48,1.45,60.47,0.75,0.00 
2013,中鋼構,13242169.0,20.74,630701.0,4807058.0,13.5,2000000.0,14723286.0,4.28,1.97,70.26,3.26,0.00 
2014,中鴻,36790154.0,9.09,528260.0,15233274.0,3.64,14355444.0,27100057.0,1.93,2.37,52.18,0.37,0.00 
2015,豐興,27298051.0,1.58,2619426.0,19468210.0,13.76,5815994.0,23013862.0,11.73,2.24,14.81,4.5,0.00 
2017,官田鋼,3493012.0,11.68,65923.0,5271719.0,1.29,3418675.0,9386739.0,0.72,0.84,39.89,0.04,0.00 
2020,美亞,5073767.0,13.17,392144.0,3144355.0,12.82,2225261.0,6777379.0,5.76,1.24,50.32,1.76,0.00 
2022,聚亨,7930384.0,31.75,219823.0,5451198.0,4.04,4797520.0,8162208.0,2.63,2.2,38.45,0.39,0.00 
2023,燁輝,55421795.0,7.19,517588.0,27831114.0,1.88,18905695.0,84032370.0,0.62,1.25,67.23,0.39,0.00 
2024,志聯,1184430.0,4.17,26843.0,1136592.0,2.38,975000.0,1923232.0,1.37,1.01,46.37,0.28,0.00 
2025,千興,803775.0,30.41,209678.0,434108.0,47.3,2811673.0,1754625.0,12.2,1.06,67.38,0.75,0.00 
2027,大成鋼,59234909.0,23.93,101458.0,36956956.0,0.3,16584659.0,98131485.0,0.1,1.33,64.84,0.44,0.00 
2028,威致,8690155.0,10.2,602547.0,3006687.0,21.1,3257148.0,6565820.0,9.25,2.67,60.07,1.85,0.00 
2029,盛餘,9381644.0,5.02,253371.0,8910744.0,2.88,3211800.0,10066823.0,2.57,1.82,9.21,0.77,0.00 
2030,彰源,10560947.0,11.88,108351.0,3909369.0,2.82,2805260.0,11667992.0,0.95,1.95,62.45,0.38,0.00 
2031,新光鋼,9852311.0,16.21,845733.0,8101430.0,11.22,3082226.0,19893273.0,4.38,0.89,57.67,2.69,0.00 
2032,新鋼,3266944.0,14.85,75993.0,1708979.0,4.47,1305215.0,2076932.0,3.63,2.45,16.18,0.58,0.00 
2033,佳大,757773.0,8.92,19810.0,1041869.0,1.93,806945.0,1195584.0,1.66,1.19,17.8,0.25,0.00 
2034,允強,12717152.0,22.02,423567.0,9089375.0,5.23,4371307.0,13212563.0,3.34,2.33,38.66,1.04,0.00 
2038,海光,7600525.0,4.44,149541.0,3540413.0,4.32,1812645.0,8303616.0,1.87,1.76,56.35,0.87,0.00 
2049,上銀,21266659.0,5.21,1698779.0,27389394.0,6.57,3308663.0,48037782.0,3.52,0.74,51.06,6.05,0.00 
2059,川湖,4801405.0,1.38,1164589.0,11121041.0,10.59,952971.0,13375276.0,8.9,0.65,15.68,12.22,0.00 
2062,橋椿,7237623.0,18.27,77498.0,5188680.0,1.52,1630142.0,12530665.0,0.63,0.89,56.79,0.48,0.00 
2069,運錩,7433603.0,14.83,40157.0,3259089.0,1.26,1563868.0,8415947.0,0.49,1.84,58.87,0.26,0.00 
2101,南港,9695119.0,12.77,844378.0,10787307.0,7.94,8339349.0,32025140.0,2.69,0.71,61.26,1.05,0.00 
2102,泰豐,5704663.0,25.63,111477.0,7543425.0,1.81,4733292.0,14575805.0,0.95,0.58,46.19,0.24,0.00 
2103,台橡,24024443.0,16.9,215261.0,15858659.0,1.38,8257099.0,29268382.0,0.74,1.59,49.4,0.03,0.00 
2104,國際中橡,17105502.0,23.11,676010.0,33819562.0,2.02,9847336.0,50187227.0,1.35,0.78,33.55,0.75,0.00 
2105,正新,96209056.0,11.98,6001203.0,80975281.0,7.63,32414155.0,151325153.0,3.99,1.16,52.47,1.85,0.00 
2106,建大,30260185.0,6.25,972225.0,19109727.0,5.15,9094100.0,42390039.0,2.3,1.35,55.3,1.07,0.00 
2107,厚生,3282255.0,21.49,901716.0,11182259.0,8.2,3423260.0,12257115.0,7.47,0.37,16.75,2.62,0.00 
2108,南帝,14402725.0,16.26,3620225.0,11287410.0,35.28,4924167.0,14409854.0,28.15,2.07,18.04,7.21,0.00 
2109,華豐,4882864.0,6.87,561919.0,4524978.0,12.84,3323492.0,8049717.0,7.2,1.25,43.56,1.33,0.00 
2114,鑫永銓,1596510.0,3.73,523696.0,2525111.0,21.84,709016.0,2916069.0,18.92,1.08,14.47,7.39,0.00 
2115,六暉-KY,2602257.0,4.22,594759.0,2719423.0,22.6,903664.0,4725135.0,13.36,1.24,44.52,6.58,0.00 
2201,裕隆,82597514.0,3.1,4839562.0,64875320.0,7.84,10000000.0,301322746.0,1.61,0.46,81.82,2.8,0.00 
2204,中華,30874600.0,3.73,3540548.0,45706644.0,7.85,5536203.0,54597693.0,6.61,1.0,18.07,6.01,0.00 
2206,三陽工業,40774917.0,21.48,2051856.0,16066789.0,12.89,8030776.0,44018077.0,4.67,1.44,62.94,2.41,0.00 
2208,台船,25296629.0,52.93,1600087.0,5008081.0,30.2,4730555.0,37247566.0,4.39,0.84,81.59,3.38,0.00 
2211,長榮鋼,9349649.0,2197.9027262931036,1404259.0,16797569.0,13.349612068965518,3994260.0,24053202.0,6.0490625,1.251293103448276,46.20329741379311,2.65,0.00 
2227,裕日車,29660638.0,8.73,6540938.0,21674551.0,32.34,3000000.0,27764630.0,23.49,2.01,24.49,21.8,0.00 
2228,劍麟,3423476.0,25.03,98938.0,3681694.0,2.75,757803.0,5494037.0,1.84,1.52,22.55,1.3,0.00 
2231,為升,3340199.0,18.52,250171.0,3568748.0,7.13,1219166.0,7527861.0,3.19,1.0,37.04,2.03,0.00 
2233,宇隆,2538399.0,7.83,359289.0,2839481.0,12.98,602881.0,4281814.0,8.71,1.05,31.08,6.23,0.00 
2236,百達-KY,1181611.0,34.17,27288.0,1298763.0,2.1,457597.0,2263862.0,1.22,1.36,42.66,0.69,0.00 
2239,英利-KY,21644152.0,1.35,825466.0,13445532.0,6.29,1180070.0,32363922.0,2.62,1.27,56.66,4.07,0.00 
2241,艾姆勒,847271.0,2197.9027262931036,6546.0,1678002.0,13.349612068965518,872753.0,2364110.0,6.0490625,1.251293103448276,46.20329741379311,0.08,0.00 
2243,宏旭-KY,757591.0,57.13,284892.0,551109.0,43.62,456685.0,3902206.0,7.78,0.88,75.02,6.23,0.00 
2247,汎德永業,39561996.0,2197.9027262931036,1070976.0,11356644.0,13.349612068965518,807087.0,18549908.0,6.0490625,1.251293103448276,46.20329741379311,14.5,0.00 
2250,IKKA-KY,3623549.0,2197.9027262931036,107544.0,988387.0,13.349612068965518,220000.0,3033070.0,6.0490625,1.251293103448276,46.20329741379311,5.2,0.00 
2301,光寶科,157133623.0,11.71,9829204.0,74141514.0,13.29,23508670.0,176067237.0,5.57,1.65,60.01,4.31,1.00 
2302,麗正,759358.0,52.55,105636.0,1738886.0,6.25,1663029.0,2146524.0,4.86,0.44,17.17,0.64,0.00 
2303,聯電,176820914.0,19.31,27180412.0,235773102.0,11.9,124224015.0,377516375.0,7.29,0.68,44.02,2.42,1.00 
2305,全友,582434.0,14.64,21579.0,2214923.0,0.98,2056608.0,2901120.0,0.75,0.3,23.9,0.08,0.00 
2308,台達電,282605493.0,5.4,27384339.0,178589641.0,15.58,25975433.0,336416215.0,8.24,1.48,43.94,9.81,1.00 
2312,金寶,128219874.0,7.02,240132.0,24987998.0,0.97,14670052.0,99275157.0,0.24,2.44,73.35,0.11,0.00 
2313,華通,60516929.0,7.73,4664701.0,29146571.0,16.45,11918206.0,66395616.0,7.09,1.56,57.95,3.91,0.00 
2314,台揚,3949997.0,31.88,95415.0,2419530.0,3.88,2280283.0,5399783.0,1.84,2.03,47.15,0.42,0.00 
2316,楠梓電,4784973.0,6.2,414059.0,7350506.0,5.71,1827405.0,12572852.0,3.3,0.71,41.32,2.14,0.00 
2317,鴻海,5358023065.0,0.31,114325587.0,1474146409.0,8.03,138629906.0,3674275590.0,3.26,2.66,57.85,7.34,1.00 
2321,東訊,1075547.0,31.29,34701.0,478995.0,7.32,945997.0,1902890.0,1.8,1.23,72.5,0.9,0.00 
2323,中環,9401027.0,33.33,124827.0,19321651.0,0.66,11588812.0,24805009.0,0.5,0.52,23.27,0.1,0.00 
2324,仁寶,1048929251.0,6.99,10409512.0,115989650.0,9.14,44071466.0,466925698.0,2.31,4.23,70.01,2.15,1.00 
2327,國巨,67672108.0,63.86,13003182.0,69499336.0,19.06,4969841.0,183030890.0,7.14,0.7,52.02,27.58,0.00 
2328,廣宇,20547713.0,19.63,790495.0,12788294.0,6.29,5183462.0,20679624.0,3.88,2.08,42.0,1.28,0.00 
2329,華泰,13851909.0,20.92,266123.0,7602768.0,3.99,7372225.0,14483819.0,1.87,1.91,61.89,0.48,0.00 
2330,台積電,1339254811.0,25.17,518158082.0,1850621999.0,28.48,259303805.0,2760711405.0,19.2,0.7,28.38,19.97,1.00 
2331,精英,25995735.0,9.1,65950.0,11086684.0,0.59,5574030.0,23749910.0,0.28,2.08,52.82,0.11,0.00 
2332,友訊,15179443.0,10.71,1310560.0,9740355.0,14.18,6519961.0,15950230.0,8.51,1.84,43.19,1.9,0.00 
2337,旺宏,39800947.0,13.73,5325612.0,36194392.0,15.03,18561864.0,65892218.0,8.29,0.97,46.43,2.9,0.00 
2338,光罩,4666756.0,34.54,486307.0,3416690.0,15.28,2527136.0,9069965.0,6.01,1.07,45.49,3.34,0.00 
2340,光磊,5590046.0,3.18,575129.0,7693326.0,7.7,3786228.0,10641427.0,5.4,0.93,29.48,1.52,0.00 
2342,茂矽,1845652.0,35.95,219533.0,2177973.0,10.46,1561651.0,2962981.0,7.58,0.83,28.82,1.42,0.00 
2344,華邦電,60683171.0,24.42,1519043.0,70592687.0,2.27,39800002.0,126043240.0,1.23,0.83,39.07,0.33,0.00 
2345,智邦,54462872.0,1.7,5048640.0,14483073.0,36.72,5594564.0,31122969.0,16.88,3.45,56.63,9.07,1.00 
2347,聯強,334200976.0,1.66,8538386.0,56850168.0,15.66,16679470.0,159675713.0,5.54,3.97,64.83,4.89,0.00 
2348,海悅,3747452.0,119.21,1431116.0,3358857.0,47.09,967836.0,9208138.0,17.14,0.59,62.71,15.1,0.00 
2349,錸德,6578209.0,15.51,801727.0,10287946.0,7.65,6936797.0,19551669.0,4.03,0.62,46.7,1.29,0.00 
2351,順德,8450611.0,4.47,401381.0,6011354.0,6.77,1821403.0,10575718.0,3.85,1.48,42.56,1.92,0.00 
2352,佳世達,191701702.0,12.94,6366561.0,58963220.0,10.79,19667820.0,170811949.0,3.83,2.19,64.69,2.54,1.00 
2353,宏碁,277112477.0,18.27,6145610.0,61941964.0,10.17,30478538.0,183908672.0,3.46,2.55,62.08,2.01,1.00 
2354,鴻準,104789599.0,4.48,4686123.0,110268755.0,4.45,14144852.0,169109720.0,2.8,1.0,34.01,3.34,1.00 
2355,敬鵬,15313285.0,14.31,45702.0,15306104.0,0.3,3974954.0,22477318.0,0.21,1.36,31.89,0.12,0.00 
2356,英業達,508294198.0,1.46,6572978.0,57890743.0,11.34,35874751.0,214161437.0,2.95,4.37,70.5,2.1,1.00 
2357,華碩,412780439.0,17.49,28386878.0,214641551.0,12.59,7427603.0,396514716.0,6.57,1.76,47.93,35.76,1.00 
2358,廷鑫,1920858.0,5.2,10429.0,1214920.0,0.85,946162.0,3145443.0,0.33,1.13,58.44,0.11,0.00 
2359,所羅門,3527149.0,5.03,30390.0,4869154.0,0.62,1714711.0,6482437.0,0.47,1.06,20.66,0.12,0.00 
2360,致茂,15532543.0,11.67,2380957.0,16388693.0,15.02,4212945.0,28128883.0,8.65,0.92,41.87,5.56,0.00 
2362,藍天,20238946.0,7.67,666944.0,39879138.0,1.69,6697630.0,94266222.0,0.69,0.38,60.36,1.12,0.00 
2363,矽統,160171.0,28.2,300090.0,17507575.0,2.06,6309675.0,17594109.0,2.04,0.05,1.07,0.47,0.00 
2364,倫飛,863359.0,4.18,15432.0,256428.0,6.12,1959324.0,1168651.0,1.32,1.19,77.88,0.11,0.00 
2365,昆盈,1653269.0,2.98,146905.0,3002175.0,4.85,2245285.0,3697542.0,3.91,0.67,14.71,0.64,0.00 
2367,燿華,14386972.0,35.82,1435460.0,9671800.0,14.62,6194072.0,23834297.0,6.08,1.58,54.68,2.32,0.00 
2368,金像電,23398323.0,22.99,2066612.0,9265636.0,22.79,5464879.0,21649496.0,9.33,1.57,65.73,3.82,0.00 
2369,菱生,5457586.0,15.64,163140.0,5133515.0,3.16,3801023.0,7645260.0,2.12,1.0,35.61,0.44,0.00 
2371,大同,31641355.0,10.71,4988030.0,23841188.0,20.13,23395367.0,110555435.0,4.55,0.5,75.92,0.46,0.00 
2373,震旦行,12950974.0,4.81,1558735.0,8924147.0,18.26,2362025.0,18062909.0,8.86,1.4,51.06,6.4,0.00 
2374,佳能,3442017.0,47.78,444902.0,5896458.0,7.5,2823628.0,9131183.0,4.82,1.15,33.42,1.63,0.00 
2375,凱美,4466552.0,1.77,581393.0,7641614.0,7.75,1358442.0,13698167.0,4.31,0.64,40.49,3.42,0.00 
2376,技嘉,84602841.0,36.92,4331235.0,27413122.0,16.34,6356889.0,49429157.0,8.74,2.79,35.42,6.88,1.00 
2377,微星,146502789.0,21.59,7959505.0,35539852.0,23.11,8448562.0,78397515.0,10.34,3.44,48.61,9.42,1.00 
2379,瑞昱,77759470.0,28.01,8793526.0,29468746.0,30.88,5106849.0,78095917.0,11.03,1.42,62.92,17.24,0.00 
2380,虹光,1835372.0,11.64,412653.0,1100865.0,37.63,1794441.0,2697041.0,15.65,1.06,45.17,2.36,0.00 
2382,廣達,1090858851.0,5.95,25390060.0,150292855.0,17.32,38626274.0,663857379.0,3.92,2.87,76.91,6.57,1.00 
2383,台光電,27200786.0,9.32,3694270.0,16755509.0,22.88,3329183.0,27856806.0,13.62,1.72,47.34,11.33,0.00 
2385,群光,95082227.0,2.73,6567771.0,32671682.0,20.62,7394603.0,75441996.0,8.91,2.19,55.36,7.8,0.00 
2387,精元,21179505.0,64.34,1293318.0,8446762.0,15.95,1962980.0,22187577.0,6.04,1.49,53.89,6.39,0.00 
2388,威盛,6502715.0,17.65,4844834.0,10574427.0,67.31,4951858.0,18442050.0,35.31,1.04,57.13,9.57,0.00 
2390,云辰,531099.0,14.52,195323.0,2351289.0,8.41,2140216.0,2928608.0,6.74,0.41,21.19,0.91,0.00 
2392,正崴,89552100.0,8.53,1884368.0,30083888.0,6.36,5123269.0,82262102.0,2.25,2.16,61.47,4.06,1.00 
2393,億光,21637035.0,3.14,1249680.0,17938690.0,7.06,4433931.0,30267150.0,4.22,1.29,39.35,2.79,0.00 
2395,研華,51119408.0,5.62,7302987.0,35046423.0,21.45,7722545.0,50199385.0,14.91,2.05,30.68,9.4,0.00 
2397,友通,8349522.0,18.74,477833.0,5033639.0,9.55,1146889.0,8084004.0,5.91,1.72,38.59,3.54,0.00 
2399,映泰,2104572.0,2.35,145600.0,2149432.0,6.64,1781000.0,2808277.0,5.15,1.29,26.1,0.8,0.00 
2401,凌陽,6414140.0,16.83,618827.0,10019001.0,6.29,5919949.0,12620589.0,5.01,0.48,16.69,0.55,0.00 
2402,毅嘉,5502842.0,11.31,120190.0,5703484.0,2.13,3075366.0,9460234.0,1.33,1.26,30.99,0.4,0.00 
2404,漢唐,35836642.0,49.81,4091332.0,10151518.0,42.14,1905867.0,27048567.0,15.42,1.82,62.15,21.16,0.00 
2405,浩鑫,1744376.0,45.51,62105.0,3398052.0,1.85,3434273.0,3913584.0,1.61,1.3,22.4,0.17,0.00 
2406,國碩,9554735.0,12.78,560980.0,5858681.0,10.1,2859057.0,15674046.0,3.74,1.01,65.16,2.17,0.00 
2408,南亞科,61005514.0,17.94,7686041.0,153812027.0,5.0,30972203.0,165631980.0,4.62,0.55,7.93,2.51,1.00 
2409,友達,270955381.0,0.8,2907427.0,193790365.0,1.55,96242451.0,407270295.0,0.73,1.18,52.73,0.36,1.00 
2412,中華電,207608998.0,0.04,34705543.0,389258457.0,9.03,77574465.0,506377992.0,6.91,0.76,19.07,4.31,1.00 
2413,環科,3801959.0,4.55,13831.0,1589361.0,0.89,1273592.0,4611671.0,0.3,1.33,67.25,0.1,0.00 
2414,精技,21557473.0,13.62,371786.0,3238542.0,11.64,1617358.0,7165650.0,5.02,4.58,55.7,2.25,0.00 
2415,錩新,1964549.0,10.28,87210.0,2080241.0,4.23,800000.0,5590680.0,1.63,0.79,59.56,0.66,0.00 
2417,圓剛,7051145.0,139.77,1617691.0,5719177.0,29.63,1928923.0,7998126.0,20.08,1.06,17.23,6.41,0.00 
2419,仲琦,10278461.0,0.46,402659.0,5582887.0,7.35,3289862.0,12555955.0,3.28,2.07,44.09,0.87,0.00 
2420,新巨,2475359.0,7.61,444452.0,3251623.0,13.92,1526487.0,5568202.0,7.56,0.79,46.87,2.9,0.00 
2421,建準,12781281.0,9.62,851650.0,4594129.0,18.93,2509297.0,10419061.0,8.3,2.21,55.2,3.39,0.00 
2423,固緯,2306140.0,9.62,199070.0,2326668.0,8.69,1450472.0,3688376.0,5.96,1.43,25.06,1.37,0.00 
2424,隴華,17978.0,21.32,141504.0,129127.0,136.82,189670.0,583468.0,30.64,0.07,59.26,7.73,0.00 
2425,承啟,4672310.0,1.53,183413.0,1933668.0,9.76,1014988.0,2911546.0,6.44,3.19,27.77,1.51,0.00 
2426,鼎元,2428616.0,3.62,307901.0,3946162.0,7.86,3006223.0,6208768.0,5.06,0.73,40.28,1.02,0.00 
2427,三商電,3021959.0,0.58,115687.0,2222870.0,5.21,1843145.0,4398765.0,2.66,1.06,51.56,0.63,0.00 
2428,興勤,5920258.0,1.83,1380603.0,7444787.0,19.25,1281127.0,11030660.0,13.06,1.18,25.55,10.81,0.00 
2429,銘旺科,900394.0,7.63,69543.0,314872.0,24.11,397482.0,973199.0,7.68,1.83,66.76,1.63,0.00 
2430,燦坤,19542720.0,3.31,308372.0,4786957.0,6.5,1664688.0,13974028.0,2.22,2.46,64.62,1.85,0.00 
2431,聯昌,2298426.0,22.57,46775.0,1376748.0,3.41,1109270.0,2297477.0,2.06,2.29,40.43,0.42,0.00 
2433,互盛電,4050378.0,6.34,590755.0,4821828.0,12.66,1444960.0,7948046.0,7.51,0.93,40.21,3.93,0.00 
2434,統懋,133723.0,20.13,6266.0,335884.0,2.29,270000.0,552424.0,0.94,0.42,79.47,0.33,0.00 
2436,偉詮電,2619977.0,12.83,341504.0,3187255.0,11.15,1780100.0,4309329.0,7.94,1.06,21.83,1.94,0.00 
2438,翔耀,379424.0,12.1,22168.0,823324.0,2.71,601956.0,948088.0,2.37,0.75,16.21,0.07,0.00 
2439,美律,34444819.0,5.44,1319400.0,12270743.0,11.11,2093332.0,34155348.0,4.03,2.38,49.61,6.39,0.00 
2440,太空梭,2990077.0,8.05,219766.0,1257787.0,17.94,1391173.0,2184414.0,10.44,2.01,55.31,1.58,0.00 
2441,超豐,14701682.0,22.2,2662311.0,17996719.0,15.12,5688459.0,21532124.0,12.71,1.09,14.66,4.68,0.00 
2442,新美齊,5306536.0,7.87,122004.0,3957910.0,2.9,2400593.0,11586578.0,0.92,0.68,66.25,0.6,0.00 
2443,億麗,469729.0,48.72,454870.0,515245.0,76.16,1456870.0,891342.0,45.62,0.71,30.18,3.09,0.00 
2444,兆勁,1774217.0,12.58,94762.0,863289.0,11.0,1055576.0,1866657.0,5.06,1.59,43.84,0.93,0.00 
2449,京元電子,28959304.0,13.39,3637140.0,29326076.0,12.8,12227451.0,61315518.0,5.98,0.81,52.43,2.97,0.00 
2450,神腦,27007073.0,6.44,435915.0,5927120.0,7.46,2582527.0,10175204.0,4.27,4.83,41.78,1.69,0.00 
2451,創見,11446696.0,15.19,1197735.0,18672026.0,6.47,4290617.0,20737622.0,5.86,1.12,8.46,2.79,0.00 
2453,凌群,5757866.0,2.59,166842.0,1894704.0,8.96,1000000.0,4289866.0,3.94,2.3,57.97,1.7,0.00 
2454,聯發科,322145988.0,30.84,41438573.0,375084451.0,11.57,15902755.0,533906327.0,8.09,0.94,31.46,26.01,1.00 
2455,全新,2645003.0,4.51,532588.0,2901719.0,18.83,1849059.0,4318600.0,12.43,1.01,34.77,2.88,0.00 
2456,奇力新,17437999.0,9.88,1543073.0,25599669.0,6.12,2633292.0,42072391.0,3.68,0.68,41.3,5.91,0.00 
2457,飛宏,9243618.0,13.57,154613.0,4744881.0,3.28,3376884.0,10362671.0,1.55,2.0,48.45,0.46,0.00 
2458,義隆,15099690.0,59.15,3193038.0,9273056.0,36.86,3038804.0,14452190.0,23.05,1.48,32.4,11.14,0.00 
2459,敦吉,6364618.0,15.91,502440.0,4859804.0,10.57,1055956.0,8782477.0,5.86,1.57,44.91,4.25,0.00 
2460,建通,3454386.0,0.33,42496.0,2152906.0,1.99,1692000.0,5198002.0,0.82,1.08,60.03,0.25,0.00 
2461,光群雷,5439230.0,4.6,191139.0,3965924.0,5.25,1593246.0,7959490.0,2.51,1.34,52.21,0.96,0.00 
